ClienteID,numero_compras,ingreso_total,ingreso_promedio,primera_compra,ultima_compra,ClienteNombre,GeneroCliente,EdadCliente,dias_desde_ultima_compra
8295,4,0.0,,,,Fátima Hernando Uribe,F,23,
8294,2,0.0,,,,Valero Vilanova,M,23,
8293,2,0.0,,,,Buenaventura Gálvez Olmedo,M,33,
8292,2,0.0,,,,Virgilio Castellanos Palomino,M,22,
8323,1,0.0,,,,Ale Collado-Fonseca,M,39,
8322,1,0.0,,,,Gema Parejo Aliaga,F,41,
8321,3,0.0,,,,Jeremías Narváez,M,47,
8320,2,0.0,,,,Luciana Arias,F,32,
8319,3,0.0,,,,Valentín Oliveras-Palomar,M,49,
8318,1,0.0,,,,Marcelino Prado,M,50,
8317,2,0.0,,,,Vanesa Casas Morán,F,20,
8316,2,0.0,,,,Anacleto Losa Paz,M,23,
8315,3,0.0,,,,Adán Acedo Falcó,M,42,
8314,1,0.0,,,,Anastasia Acuña-Pol,F,51,
8313,1,0.0,,,,Cristian Navas Valls,M,50,
8312,2,0.0,,,,Pastor Bernad Mancebo,M,45,
8311,1,0.0,,,,Norberto Coello,M,27,
8310,3,0.0,,,,Eva de Escobar,F,28,
8309,1,0.0,,,,Victor Falcó Calderon,M,26,
8308,2,0.0,,,,Goyo Bernat Figuerola,M,24,
8339,1,0.0,,,,Encarna Losada Sevillano,F,47,
8338,1,0.0,,,,Danilo Mendizábal Vilar,M,38,
8337,1,0.0,,,,Urbano Leiva-Franch,M,27,
8336,2,0.0,,,,Edu Villanueva Amo,M,45,
8335,3,0.0,,,,Sarita Vizcaíno Durán,F,24,
8334,3,0.0,,,,Amor Arranz Cabanillas,M,42,
8333,1,0.0,,,,Jose Ramón Almansa Benavent,M,40,
8332,1,0.0,,,,Amancio Cantero Girón,M,20,
8331,1,0.0,,,,Abril Crescencia Camino Maldonado,F,33,
8330,1,0.0,,,,Vito Nicolau Rios,M,30,
8329,1,0.0,,,,Vito Coca Tomé,M,48,
8328,2,0.0,,,,Elba Gallo-Palacios,F,45,
8327,1,0.0,,,,Artemio de Arcos,M,46,
8326,3,0.0,,,,Pepito Salvà,M,51,
8325,2,0.0,,,,Aroa Bayona Aznar,F,18,
8324,1,0.0,,,,Adela Mata,F,37,
8355,2,0.0,,,,Cristóbal Aller Tello,M,35,
8354,2,0.0,,,,Carla Pablo Blanch,F,44,
8353,1,0.0,,,,Sigfrido Enríquez,M,18,
8352,3,0.0,,,,Loreto Martinez,M,50,
8351,1,0.0,,,,Yésica Viña Losa,F,41,
8350,1,0.0,,,,Jacinto Viana Alcántara,M,38,
8349,1,0.0,,,,Noa de Cerezo,F,24,
8348,2,0.0,,,,Román del Álamo,M,43,
8347,2,0.0,,,,Cosme García Alcolea,M,33,
8346,2,0.0,,,,Pepe Castillo,M,21,
8345,1,0.0,,,,Hector Fernández Borrego,M,33,
8344,1,0.0,,,,Lalo Guillermo Fuertes Almeida,M,39,
8343,2,0.0,,,,Ema de Bolaños,F,48,
8342,4,0.0,,,,Jose Luis Sergio Cabello Gomez,M,19,
8341,2,0.0,,,,Virgilio Blazquez-Navarrete,M,34,
8340,1,0.0,,,,Marcos Balaguer,M,40,
8371,2,0.0,,,,Gerónimo Orozco Vargas,M,22,
8370,2,0.0,,,,Santiago Villar,M,28,
8369,2,0.0,,,,Jose Luis del Miralles,M,32,
8368,4,0.0,,,,Jacobo Girón,M,35,
8367,2,0.0,,,,Raúl Borrego Aguilera,M,27,
8366,1,0.0,,,,Serafina Ugarte Sedano,F,20,
8365,2,0.0,,,,Juanito Trinidad Solana Alemán,M,25,
8364,3,0.0,,,,Baltasar Botella,M,40,
8363,1,0.0,,,,Teo Remigio Amorós Perales,M,32,
8362,1,0.0,,,,Valentina Fabregat-Borrás,F,33,
8361,2,0.0,,,,Juan Antonio Sanmiguel Palomar,M,35,
8360,3,0.0,,,,Bárbara Guitart Mata,F,18,
8359,1,0.0,,,,Anita Barberá Roldan,F,45,
8358,4,0.0,,,,Erasmo Arana,M,26,
8357,1,0.0,,,,Griselda Blanca Franch,F,25,
8356,2,0.0,,,,Simón Molins,M,27,
8387,2,0.0,,,,Ágata Lillo Atienza,F,41,
8386,2,0.0,,,,Agustín Portillo,M,42,
8385,1,0.0,,,,Feliciana del Crespi,F,44,
8384,5,0.0,,,,Florinda del Pazos,F,46,
8383,1,0.0,,,,Hector Bertrán Mateu,M,38,
8382,1,0.0,,,,León Vicente Ayala Recio,M,35,
8381,2,0.0,,,,Maxi Hierro Ribas,M,44,
8380,1,0.0,,,,Ágata Falcó Maestre,F,26,
8379,1,0.0,,,,Gertrudis Espada Juliá,F,18,
8378,2,0.0,,,,Fabián Sevillano Peiró,M,47,
8377,1,0.0,,,,Anastasio Chaves Gonzalo,M,39,
8376,1,0.0,,,,Lourdes Múñiz Hidalgo,F,33,
8375,1,0.0,,,,Febe Abella,F,40,
8374,2,0.0,,,,Isabela Trillo Acedo,F,29,
8373,2,0.0,,,,Luna Mosquera Bayona,F,33,
8372,2,0.0,,,,José Mari Pedraza,M,35,
8403,3,0.0,,,,Paco Régulo Tormo Flores,M,40,
8402,3,0.0,,,,Úrsula Mateo,F,22,
8401,2,0.0,,,,Aurelio María Ballester Pi,M,37,
8400,1,0.0,,,,Lupe Mariscal Sandoval,M,46,
8399,2,0.0,,,,Regina Diaz Solé,F,37,
8398,1,0.0,,,,Nacho Peláez Alfaro,M,23,
8397,4,0.0,,,,Evaristo Cuervo-Vilaplana,M,38,
8396,2,0.0,,,,Nadia Ana Calvo Pozuelo,F,19,
8395,1,0.0,,,,Fulgencio Solís Parra,M,48,
8394,1,0.0,,,,Rafael Quirós Miguel,M,44,
8393,2,0.0,,,,Alfonso Moya-Canet,M,47,
8392,3,0.0,,,,Martín Montero Alcalá,M,28,
8391,2,0.0,,,,Amarilis Zapata Barba,F,47,
8390,1,0.0,,,,Anunciación Echevarría,F,42,
8389,1,0.0,,,,Julián Ureña-Blázquez,M,28,
8388,2,0.0,,,,Eloy Arnau Ballester,M,41,
8419,2,0.0,,,,Marisa Valls-Santana,F,27,
8418,3,0.0,,,,Evangelina Nicolau Barragán,F,41,
8417,3,0.0,,,,Eusebio Doménech Gálvez,M,21,
8416,2,0.0,,,,Eric Miró,M,26,
8415,2,0.0,,,,Hernando Gutierrez Arnaiz,M,18,
8414,2,0.0,,,,Jeremías del Noriega,M,22,
8413,1,0.0,,,,Ambrosio Tejera Checa,M,35,
8412,1,0.0,,,,Segismundo Daza Goicoechea,M,19,
8411,1,0.0,,,,Mohamed Roca Vazquez,M,49,
8410,2,0.0,,,,Casemiro Robles Maza,M,49,
8409,1,0.0,,,,Raúl Laguna-Plana,M,50,
8408,2,0.0,,,,Heriberto Sáenz-Lladó,M,48,
8407,1,0.0,,,,Dan Barros Arjona,M,26,
8406,4,0.0,,,,Marcio Bonilla-Santiago,M,32,
8405,1,0.0,,,,Beatriz Bermúdez-Pagès,F,43,
8404,1,0.0,,,,Juan Manuel Gastón Amo Barberá,M,45,
8435,3,0.0,,,,Reyes Ramiro Arregui Ferrández,M,26,
8434,1,0.0,,,,Nico del Abril,M,21,
8433,3,0.0,,,,Marc Arco-Menendez,M,22,
8432,2,0.0,,,,Fausto Jose Francisco Rubio Almeida,M,51,
8431,1,0.0,,,,Graciano Jover Marco,M,39,
8430,1,0.0,,,,Hermenegildo Somoza-Torrecilla,M,20,
8429,2,0.0,,,,Pili Albero Girón,F,29,
8428,1,0.0,,,,David Pi Mas,M,31,
8427,2,0.0,,,,Poncio Dominguez-Granados,M,18,
8426,3,0.0,,,,Mateo de Vallés,M,51,
8425,3,0.0,,,,Adela Adelia Valverde Toledo,F,25,
8424,2,0.0,,,,Paula del Comas,F,41,
8423,1,0.0,,,,Gerardo Urrutia Artigas,M,37,
8422,1,0.0,,,,Rubén de Yáñez,M,21,
8421,1,0.0,,,,Javier Alfredo Capdevila Roma,M,23,
8420,1,0.0,,,,Olivia Valencia Barón,F,42,
8451,1,0.0,,,,Inocencio Aguado Sandoval,M,21,
8450,4,0.0,,,,Guiomar Crespi Requena,M,33,
8449,3,0.0,,,,Joaquín Menéndez Lobato,M,27,
8448,1,0.0,,,,Nilo Arranz Alemany,M,26,
8447,2,0.0,,,,Cloe Bustos Roma,F,19,
8446,1,0.0,,,,Magdalena Campo Pino,F,45,
8445,2,0.0,,,,Joaquina Salcedo,F,35,
8444,2,0.0,,,,Edmundo Fausto Pedraza Patiño,M,20,
8443,4,0.0,,,,Che Lucas,M,44,
8442,1,0.0,,,,Rosario Adán Cepeda,M,19,
8441,2,0.0,,,,Carmina Jáuregui Parra,F,31,
8440,2,0.0,,,,Eustaquio Ramos Soler,M,20,
8439,1,0.0,,,,Amílcar del Solera,M,50,
8438,1,0.0,,,,Gala Nevado Sarabia,F,31,
8437,2,0.0,,,,Óscar Esteve Duran,M,22,
8436,1,0.0,,,,Jacobo Peñas Noriega,M,21,
8467,1,0.0,,,,Dorotea Rocha Amador,F,31,
8466,1,0.0,,,,Sofía del Porcel,F,21,
8465,2,0.0,,,,Abilio Paredes,M,49,
8464,3,0.0,,,,Ofelia Báez,F,46,
8463,1,0.0,,,,Manolo Echevarría Llorente,M,38,
8462,1,0.0,,,,Jose Francisco Paniagua Sanmiguel,M,18,
8461,1,0.0,,,,Sebastian Pedro Cid,M,34,
8460,1,0.0,,,,José Mari Egea Rosselló,M,47,
8459,2,0.0,,,,Manola España,F,44,
8458,2,0.0,,,,Teodosio Ferrán-Santana,M,44,
8457,1,0.0,,,,Kike Almansa Noriega,M,43,
8456,1,0.0,,,,Pepe Quero,M,39,
8455,1,0.0,,,,Marisela Alonso Cuesta,F,33,
8454,2,0.0,,,,Rosalinda Castellanos Ojeda,F,20,
8453,3,0.0,,,,Esteban Caparrós,M,39,
8452,2,0.0,,,,Natanael Omar Pizarro Santana,M,50,
8483,2,0.0,,,,Raimundo Luna Buendía,M,36,
8482,2,0.0,,,,Florentina Jerez Aller,F,49,
8481,2,0.0,,,,Pancho Alvarado Calvo,M,50,
8480,2,0.0,,,,Ambrosio Campo Rincón,M,43,
8479,1,0.0,,,,Berto Valbuena,M,27,
8478,1,0.0,,,,Dionisia Mur Amador,F,33,
8477,1,0.0,,,,Jacobo de Nogueira,M,49,
8476,1,0.0,,,,Angélica del Cámara,F,31,
8475,2,0.0,,,,Anselmo Diego Clemente Español,M,46,
8474,1,0.0,,,,Basilio Valverde Colom,M,49,
8473,1,0.0,,,,Ariadna Alvarez Piñeiro,F,24,
8472,1,0.0,,,,Guillermo Cabello-Bertrán,M,30,
8471,4,0.0,,,,Ovidio Acuña,M,47,
8470,1,0.0,,,,Otilia Olivé-Vilar,F,32,
8469,1,0.0,,,,Susana Tomé-Cañellas,F,49,
8468,1,0.0,,,,Carolina Ramis Estevez,F,39,
8499,1,0.0,,,,Iker Acevedo-Vicente,M,28,
8498,2,0.0,,,,Jaime Bilbao Vilaplana,M,18,
8497,2,0.0,,,,Poncio Palma González,M,41,
8496,3,0.0,,,,Amor Calzada,M,36,
8495,1,0.0,,,,Nazario Murcia Bermejo,M,25,
8494,1,0.0,,,,Leandro Gordillo Olmedo,M,28,
8493,1,0.0,,,,Ángel Gilabert Garcia,M,32,
8492,3,0.0,,,,Dulce Figueroa Conde,F,35,
8491,2,0.0,,,,Alicia Larrañaga-Posada,F,36,
8490,2,0.0,,,,Isidoro Toribio Andrade Salgado,M,50,
8489,2,0.0,,,,Berto Baudelio Almazán Tejero,M,44,
8488,1,0.0,,,,Benito Merino Marin,M,42,
8487,1,0.0,,,,Tere Sobrino Pazos,F,35,
8486,1,0.0,,,,Tere Abella Navarro,F,18,
8485,3,0.0,,,,Pelayo Pascual Palmer,M,39,
8484,3,0.0,,,,Juanita Crespi Mármol,F,29,
8515,1,0.0,,,,Simón Ripoll Folch,M,42,
8514,1,0.0,,,,María Ángeles Medina Piquer,F,30,
8513,2,0.0,,,,Carlota Zaragoza Valentín,F,38,
8512,2,0.0,,,,Olegario de Cortina,M,50,
8511,2,0.0,,,,Herminia Luís Carranza,F,33,
8510,2,0.0,,,,Román Botella Bayón,M,18,
8509,3,0.0,,,,Lázaro Coll Blanco,M,18,
8508,1,0.0,,,,Catalina Juliana Cabanillas Valera,F,40,
8507,1,0.0,,,,Poncio Jover Muro,M,42,
8506,1,0.0,,,,Cayetana Piña Nogueira,F,47,
8505,1,0.0,,,,Pascuala Falcón Fuertes,F,26,
8504,2,0.0,,,,Áurea Linares Cámara,F,30,
8503,2,0.0,,,,Sebastián León Nicolás,M,34,
8502,1,0.0,,,,Teresa Ferrándiz Samper,F,26,
8501,2,0.0,,,,Sebastián Batlle Jimenez,M,31,
8500,1,0.0,,,,Manolo Guijarro Hierro,M,33,
8531,3,0.0,,,,Cintia Benavente Quesada,F,44,
8530,2,0.0,,,,Lola Jimena Carbajo Chaparro,F,31,
8529,1,0.0,,,,Pascuala del Guitart,F,18,
8528,1,0.0,,,,Lázaro Sanmartín Lluch,M,45,
8527,1,0.0,,,,Néstor Taboada Montaña,M,44,
8526,3,0.0,,,,Jose Ignacio Casado Roura,M,49,
8525,1,0.0,,,,Teófilo González Pujadas,M,51,
8524,1,0.0,,,,Ester Revilla Martin,F,41,
8523,5,0.0,,,,Dionisio Robles Batlle,M,48,
8522,1,0.0,,,,Esteban Robles-Tejedor,M,37,
8521,3,0.0,,,,Mireia Salinas Marin,F,44,
8520,1,0.0,,,,Natanael Coloma,M,36,
8519,3,0.0,,,,Carlito Ochoa Simó,M,28,
8518,1,0.0,,,,Sara Hidalgo Sales,F,45,
8517,1,0.0,,,,Carmelo Arrieta García,M,42,
8516,1,0.0,,,,Luis Ángel Benavent Benítez,M,36,
8547,1,0.0,,,,Adelardo Barragán-Alcalde,M,21,
8546,3,0.0,,,,Zaira del Céspedes,F,28,
8545,2,0.0,,,,Darío Amor Páez Almansa,M,27,
8544,2,0.0,,,,Belen Santamaria Bernat,F,47,
8543,2,0.0,,,,Loreto Bartolomé Medina,F,22,
8542,1,0.0,,,,Jacinto Garmendia Pérez,M,33,
8541,2,0.0,,,,Arsenio Paniagua Bayo,M,45,
8540,3,0.0,,,,Rubén Vera Riquelme,M,44,
8539,2,0.0,,,,Felix Andreu Barreda,M,48,
8538,4,0.0,,,,Águeda Villalobos Rodríguez,F,23,
8537,4,0.0,,,,Daniel Uriarte Acedo,M,36,
8536,3,0.0,,,,Domitila Morata Figueroa,F,34,
8535,2,0.0,,,,Balduino Capdevila Cuesta,M,45,
8534,2,0.0,,,,Armando Rios-Valenzuela,M,41,
8533,2,0.0,,,,Cayetana Pérez,F,22,
8532,1,0.0,,,,Nacio Fuster Lillo,M,47,
8563,2,0.0,,,,Américo Polo Barba,M,40,
8562,1,0.0,,,,Gervasio Augusto Cobos Pera,M,32,
8561,2,0.0,,,,Teobaldo Pi Bonilla,M,22,
8560,2,0.0,,,,Alex del Buendía,M,44,
8559,5,0.0,,,,Roberto Guillen,M,22,
8558,2,0.0,,,,Evaristo Llobet Canales,M,39,
8557,1,0.0,,,,Jose Ramón Álamo Palacios,M,50,
8556,1,0.0,,,,Miguela Estrada Valderrama,F,22,
8555,2,0.0,,,,Luciano Alfaro Ruiz,M,31,
8554,2,0.0,,,,Bruno Federico Cañizares Bernat,M,33,
8553,3,0.0,,,,Aureliano Hidalgo,M,29,
8552,1,0.0,,,,Tito Alfaro Campillo,M,38,
8551,1,0.0,,,,Epifanio Salom,M,33,
8550,3,0.0,,,,Darío Estrada Mendez,M,51,
8549,1,0.0,,,,Zoraida Adoración Esteve Guzmán,F,36,
8548,1,0.0,,,,Cayetano Marin,M,33,
8579,2,0.0,,,,Débora Barón,F,38,
8578,1,0.0,,,,Adán Domínguez Marquez,M,49,
8577,3,0.0,,,,Chucho Linares Amat,M,31,
8576,3,0.0,,,,Ambrosio Gaya,M,19,
8575,1,0.0,,,,Martirio Gordillo Verdejo,F,39,
8574,4,0.0,,,,Melchor Gustavo Lumbreras Maestre,M,34,
8573,2,0.0,,,,Amor Catalá,M,50,
8572,1,0.0,,,,Pedro Cerro Benavente,M,50,
8571,2,0.0,,,,Íñigo de Carbó,M,30,
8570,1,0.0,,,,Valentín Aranda Sanjuan,M,38,
8569,1,0.0,,,,Lalo Teodosio Ibáñez Ropero,M,46,
8568,2,0.0,,,,Paco Gonzalo Mateu,M,51,
8567,1,0.0,,,,Faustino de Fuentes,M,21,
8566,2,0.0,,,,Matías Acero,M,30,
8565,1,0.0,,,,Osvaldo Ponce Tello,M,38,
8564,1,0.0,,,,Loreto Fortuny Avilés,F,47,
8595,2,0.0,,,,Sancho Pizarro Chaves,M,21,
8594,1,0.0,,,,Ciriaco Canals Salas,M,35,
8593,1,0.0,,,,Aurelio Arregui Piñol,M,51,
8592,1,0.0,,,,Humberto del Gallo,M,23,
8591,3,0.0,,,,Genoveva Blasco-Azcona,F,30,
8590,1,0.0,,,,Ángel Aragonés Calvo,M,27,
8589,1,0.0,,,,Hernando Urrutia-Agullo,M,43,
8588,2,0.0,,,,Fabricio Seco Planas,M,49,
8587,2,0.0,,,,Rosaura Alberdi Cerezo,F,38,
8586,2,0.0,,,,Gaspar Rosa Colomer,M,35,
8585,1,0.0,,,,Hernando de Angulo,M,43,
8584,1,0.0,,,,Adela Soriano Campoy,F,26,
8583,1,0.0,,,,Anunciación Cárdenas Rivas,F,31,
8582,4,0.0,,,,Nicanor Aguilera-Cervera,M,41,
8581,1,0.0,,,,Nicanor Alberola Vilanova,M,41,
8580,1,0.0,,,,Leandro Lasa Becerra,M,43,
8611,2,0.0,,,,Jose de Roselló,M,32,
8610,2,0.0,,,,Ricarda Vazquez Cisneros,F,32,
8609,1,0.0,,,,Dani Roldan Enríquez,M,31,
8608,3,0.0,,,,Cristian Jerez Cerdá,M,38,
8607,1,0.0,,,,Chus Mena Leiva,M,51,
8606,2,0.0,,,,Saturnino de Pagès,M,40,
8605,1,0.0,,,,Jesusa Clemente Morán,F,24,
8604,2,0.0,,,,Agustina Marqués,F,31,
8603,1,0.0,,,,Isaías Lasa Moya,M,50,
8602,3,0.0,,,,Marino Lasa,M,22,
8601,1,0.0,,,,Ramón Alvarado-Burgos,M,35,
8600,1,0.0,,,,Consuela Linares-Mariño,F,23,
8599,3,0.0,,,,Alberto Castell Salinas,M,46,
8598,1,0.0,,,,María Manuela Pozo Miranda,F,42,
8597,3,0.0,,,,Toribio Borrego Navarro,M,45,
8596,3,0.0,,,,Etelvina del Cámara,F,32,
8627,1,0.0,,,,José Antonio Adán-Lozano,M,21,
8626,1,0.0,,,,Ángela Báez Casanova,F,23,
8625,1,0.0,,,,Amaro Company-Montes,M,32,
8624,2,0.0,,,,Julio César Jordá,M,38,
8623,1,0.0,,,,Alberto Carlos Tena,M,24,
8622,3,0.0,,,,Aureliano Castro,M,49,
8621,1,0.0,,,,Pío Yuste,M,31,
8620,2,0.0,,,,Bruno del Arnaiz,M,26,
8619,1,0.0,,,,Ricardo Benjamín Cisneros Higueras,M,39,
8618,2,0.0,,,,Elena Galvez Exposito,F,47,
8617,1,0.0,,,,Joel Barrena Palacio,M,23,
8616,1,0.0,,,,Che de Verdugo,M,35,
8615,1,0.0,,,,Armando Sosa Martín,M,41,
8614,1,0.0,,,,Lalo Rueda Torre,M,27,
8613,2,0.0,,,,Buenaventura Campillo-Alarcón,M,42,
8612,2,0.0,,,,Delia del Abella,F,26,
8643,1,0.0,,,,Tania Marcos-Saez,F,44,
8642,2,0.0,,,,Reina Zamora-Jiménez,F,32,
8641,3,0.0,,,,Ignacio Estevez Prat,M,29,
8640,4,0.0,,,,Lorenza Esteban,F,36,
8639,2,0.0,,,,Atilio Alberola Bustos,M,48,
8638,1,0.0,,,,Augusto Rocha Alfaro,M,41,
8637,1,0.0,,,,Albert Comas,M,35,
8636,1,0.0,,,,Adán Páez-Mascaró,M,48,
8635,2,0.0,,,,Santiago Zamorano Márquez,M,23,
8634,2,0.0,,,,Alcides Morata,M,26,
8633,2,0.0,,,,Angelino Romeu Priego,M,40,
8632,1,0.0,,,,Eusebio Menendez Figuerola,M,33,
8631,4,0.0,,,,Luis Miguel del Barriga,M,24,
8630,3,0.0,,,,Pía de Lucena,F,25,
8629,2,0.0,,,,Cristina Lorenza Bello Uribe,F,25,
8628,2,0.0,,,,Rosa Hernando Nogués,F,18,
8659,2,0.0,,,,Adelina de Castillo,F,40,
8658,2,0.0,,,,Eloísa Adadia Jimenez,F,40,
8657,1,0.0,,,,Yago Zapata Cuevas,M,46,
8656,1,0.0,,,,Lina de Criado,F,39,
8655,3,0.0,,,,Purificación Emiliana Ródenas Villegas,F,49,
8654,1,0.0,,,,Victor Manuel Corral,M,28,
8653,3,0.0,,,,Hernán Velasco Bartolomé,M,50,
8652,1,0.0,,,,Cornelio Roselló Castells,M,18,
8651,1,0.0,,,,Diego Campos Vázquez,M,42,
8650,1,0.0,,,,Custodio Águila Bosch,M,44,
8649,2,0.0,,,,Glauco del Sandoval,M,40,
8648,2,0.0,,,,José María Carranza,M,19,
8647,1,0.0,,,,Camilo Céspedes Araujo,M,29,
8646,1,0.0,,,,Elvira Izquierdo,F,33,
8645,3,0.0,,,,Concepción Cases-Valdés,F,35,
8644,1,0.0,,,,Flor Núñez Amores,F,42,
8675,3,0.0,,,,Hector Benigno Uriarte Manjón,M,38,
8674,3,0.0,,,,Segismundo Mayo Gelabert,M,18,
8673,2,0.0,,,,Sigfrido Chaparro Riquelme,M,39,
8672,1,0.0,,,,Perla Díaz Egea,F,42,
8671,1,0.0,,,,Cristian Vizcaíno Sebastián,M,31,
8670,2,0.0,,,,Ciríaco Palacios Cerdán,M,40,
8669,2,0.0,,,,Diego de Alegre,M,34,
8668,2,0.0,,,,Ezequiel Núñez Pelayo,M,45,
8667,1,0.0,,,,Eliana María Cristina Oliveras Oliver,F,44,
8666,2,0.0,,,,Vasco Quintana Salgado,M,30,
8665,2,0.0,,,,Fabricio Abad Vilanova,M,34,
8664,1,0.0,,,,Albert Flor Peñalver,M,41,
8663,2,0.0,,,,Camila de Bru,F,33,
8662,1,0.0,,,,Julián del Cantero,M,44,
8661,4,0.0,,,,Mohamed Óscar Guerrero Calvo,M,26,
8660,1,0.0,,,,Diego Sala Menendez,M,23,
8691,1,0.0,,,,Julián Araujo Solana,M,34,
8690,2,0.0,,,,Emilio Amo Ros,M,45,
8689,1,0.0,,,,Teresita Calzada Busquets,F,24,
8688,3,0.0,,,,Jovita Ros Dalmau,F,34,
8687,2,0.0,,,,Francisco Javier de Sáenz,M,20,
8686,1,0.0,,,,Graciana Cañellas,F,18,
8685,1,0.0,,,,Samu Melero,M,39,
8684,1,0.0,,,,Samu Ibañez Hervás,M,22,
8683,1,0.0,,,,Víctor Barrio Fábregas,M,31,
8682,3,0.0,,,,Chema Calleja-Comas,M,30,
8681,2,0.0,,,,Marcia Arnal Bonilla,F,36,
8680,2,0.0,,,,Sol de Enríquez,F,44,
8679,2,0.0,,,,Mauricio del Bueno,M,22,
8678,2,0.0,,,,Angelina Portillo Alvarez,F,31,
8677,3,0.0,,,,Paulina del Asensio,F,51,
8676,2,0.0,,,,Noelia Primitiva Busquets Rueda,F,30,
8707,2,0.0,,,,Gerardo Salomón Carnero Sarmiento,M,33,
8706,1,0.0,,,,Hernán Arias Tirado,M,34,
8705,3,0.0,,,,Leopoldo Ignacio Pozuelo Royo,M,47,
8704,3,0.0,,,,Celestina Castro,F,21,
8703,1,0.0,,,,José Padilla Cárdenas,M,41,
8702,3,0.0,,,,Rosendo Camino-Muñoz,M,27,
8701,2,0.0,,,,Hernando Cañizares Montes,M,26,
8700,1,0.0,,,,José María Arcos,M,35,
8699,1,0.0,,,,Ámbar Paz Perera,F,51,
8698,1,0.0,,,,Jordán Iván Acuña Pomares,M,42,
8697,2,0.0,,,,Chuy Bravo Ribera,M,32,
8696,4,0.0,,,,Edelmiro Pallarès Morata,M,23,
8695,3,0.0,,,,Cayetano de Avilés,M,48,
8694,3,0.0,,,,Rosa María de Vila,F,37,
8693,1,0.0,,,,Yago Peña Domingo,M,40,
8692,2,0.0,,,,Adán Carranza,M,49,
8723,2,0.0,,,,Amor Salas Martin,M,35,
8722,1,0.0,,,,Rómulo Cárdenas Gras,M,40,
8721,4,0.0,,,,Roxana Domingo Cruz,F,31,
8720,1,0.0,,,,Augusto del Jover,M,38,
8719,2,0.0,,,,Alfredo Farré Valdés,M,43,
8718,2,0.0,,,,Arsenio Baró-Miguel,M,45,
8717,2,0.0,,,,Yaiza Mancebo Cobo,F,42,
8716,1,0.0,,,,Telmo Navarrete Jove,M,44,
8715,1,0.0,,,,Julio Bartolomé Coca,M,48,
8714,1,0.0,,,,Caridad Lillo Cervera,F,48,
8713,1,0.0,,,,Jacobo Guardia Garriga,M,35,
8712,2,0.0,,,,Leonor Páez Vélez,F,50,
8711,1,0.0,,,,Adora Jódar Durán,F,25,
8710,1,0.0,,,,Xavier Sarabia Leiva,M,35,
8709,2,0.0,,,,Chelo del Alberdi,F,38,
8708,2,0.0,,,,Zaida Heredia Nieto,F,25,
8739,1,0.0,,,,Adrián Ramis Soria,M,30,
8738,2,0.0,,,,Heraclio Montero,M,21,
8737,2,0.0,,,,Álvaro Huerta Montoya,M,26,
8736,3,0.0,,,,Juan Manuel Abril Medina,M,37,
8735,3,0.0,,,,Victoria Borrell Crespo,F,31,
8734,1,0.0,,,,Baltasar Coronado Pardo,M,50,
8733,2,0.0,,,,Leocadio Timoteo Aguado Vives,M,51,
8732,1,0.0,,,,Macaria del Guardia,F,20,
8731,2,0.0,,,,Rubén Vergara Gibert,M,30,
8730,1,0.0,,,,Noé Reguera Espada,M,42,
8729,2,0.0,,,,Elena Leandra Figueras Gordillo,F,28,
8728,1,0.0,,,,Horacio Arteaga Salas,M,27,
8727,3,0.0,,,,Olegario Vives Mayoral,M,26,
8726,3,0.0,,,,Erasmo Girona Herranz,M,45,
8725,2,0.0,,,,Nazaret de Peñas,M,39,
8724,1,0.0,,,,Maristela Villanueva Daza,F,47,
8755,1,0.0,,,,Olegario Benito Mercader,M,37,
8754,2,0.0,,,,Carmina Hernando,F,43,
8753,1,0.0,,,,Guadalupe Ignacia Salazar Iniesta,F,44,
8752,1,0.0,,,,Josué Carbonell Perez,M,19,
8751,2,0.0,,,,Purificación Maldonado Domingo,F,38,
8750,1,0.0,,,,María Dolores de Salinas,F,22,
8749,1,0.0,,,,Nélida Calista Hernández Ribes,F,26,
8748,1,0.0,,,,Joaquín Contreras Torralba,M,46,
8747,3,0.0,,,,Marcial Ferrero,M,35,
8746,2,0.0,,,,Miguela Madrigal,F,50,
8745,2,0.0,,,,Albina Cáceres-Quiroga,F,36,
8744,2,0.0,,,,Leoncio Fuente Anaya,M,30,
8743,1,0.0,,,,Saturnina Gallart Carlos,F,30,
8742,3,0.0,,,,Norberto Bauzà,M,18,
8741,3,0.0,,,,José Ugarte Pizarro,F,44,
8740,3,0.0,,,,Heliodoro Viñas,M,26,
8771,3,0.0,,,,Glauco Prats Molina,M,50,
8770,1,0.0,,,,Jose Miguel Primitivo Valverde Rey,M,51,
8769,1,0.0,,,,Manolo Che Castells Roldán,M,49,
8768,2,0.0,,,,Concepción Ferreras Sarmiento,F,21,
8767,3,0.0,,,,Miguel del Quiroga,M,37,
8766,2,0.0,,,,Quirino Valencia Boix,M,29,
8765,1,0.0,,,,Eladio Vazquez Robles,M,49,
8764,2,0.0,,,,Lucas Cámara Rodrigo,M,49,
8763,2,0.0,,,,Socorro Salud Pinilla Díaz,F,34,
8762,2,0.0,,,,Margarita de Arnal,F,50,
8761,4,0.0,,,,Remigio Reinaldo Serrano Calderón,M,19,
8760,1,0.0,,,,Edelmiro Alvarado-Ledesma,M,38,
8759,4,0.0,,,,Felipe del Haro,M,49,
8758,2,0.0,,,,Zacarías Pazos Infante,M,19,
